name
Ghanshyam Rohera
Anand Prasad Kapoor
Behzaad Khan
Sumeet Pathak
Zayed Khan
Vicky Kaushal
Ram Charan
Sandip Mukherjee
Mahesh Narayan
Seema Burman
Coral Beed
Sharad Chaudhary
Upendra Kumar Shrivastava
Viraj
Mukesh Rishi
Dhirendra Thakur
Ajoy Biswas
Sanjay Rajoura
Pranoti Ghosh
Heera Rajgopal
Binju Ali
Buddhadev Dasgupta
Tushar Phulke
Nivedita Chandel
Mitra Sen
Dharam Kumar
Star:Karan Veer
Jatin Sarna
Khalid Abdalla
Aindrita Ray
Pavan Kumar
Sanjay Srinivas
Hina Khan
Ashok Saraf
Mohit Hussein
Wikawee Saebe
Jyoti
Vishal Bakshi
Rekha
Rajni Bala
Vijay Rattan
Taher Shabbir
Amar Nanda
Star:Raza Murad
Vasundhara Kaul
Divya Sharma
Manish Kumar
Moumita Nandi
Dev Vart Singh
Mamta Chauhan
Maria Menado
Usha
Jyoti Fernandes
Suruchi Aulakh
Virendra Sinha
Benny Jacob
Gautam Joshi
Rahul Thulasiram
Brendan Fraser
Raajeev Walia
Mohammed Mukhtiar
Puneet Chouksey
Somesh Agarwal
Ravinddra Khare
Monty Nath
Rageswari Mahanta
Alka Achrekar
Dipti Dhotre
Samidha Kiran
Swati Sen
V. Madhusudan Rao
Karan Kapoor
Himanshu Yadav
Urvashi Patel
Kamalika Chanda
Poonam Jheelan
Ved Rahi
Dipannita Sharma
Parul Agrawal
Sudharshan Lal
Adoor Bhasi
Chakri Toleti
Aashish Sachdeva
Amrozia
Prabhakar Meena Bhaskar Pant
Sudhakar Sharma
K. Madhavan
Star:Karan Oberoi
Sachin Chandra
Gufi Paintal
Raj Hanchanale
Sanamjit Singh Talwar
Vajramuni
Shree Narayan Singh
Narang
Vinnil Markan
Hiranmayi Srinivasan
Ajit Sachdev
Megha Jha
Preet Saluja
Babloo Mukherjee
Karan Roy
Daljit Ved
Punit Pathak
Roopali Krishnarao
Chetan Pandit
Sonam
Shantaram Rajaram Vankudre
Kishore Dhingra
Khushi Sharma
Rocky Bhatia
Salil Ankola
Yash Baba
Star:Zareen Khan
Charlie
Moosa Saleem
Neelma
Bhavana Prasad
Mayur Verma
Dinesh Shakul
Jitendra Joshi
Babulal
Mahesh Vaijnath Doijode
Jairam
Gulnaz Siganporia
Geeta Agrawal
Yoshika Verma
Suhani Jethlia
Satyam Rajesh
Star:Neha Saxena
Dave Jigar
Joy Augustine
Veera
Shyama
Achint Kaur
Alka Kubal
Hema Malini
Tanuj Virwani
Vipin Sharma
H.G. Dattatreya
Liayaqatullah
Daya Devi
Aman Ullah
Iris Maity
Brahmachari
Vishwas Patil
H. Siddiqui
Deeksha
Sridhar
Ayaan Ahmad
Master Kishore
Ashish Kotwal
Surinder Chawla
Niharika Kundu
Shabbir Khan
Swarna
Gemma Atkinson
Ishan Gupta
Govind Namdeo
Narsimha Raju
Nargis Bagheri
Sonia Albizuri
Andaleeb Sultanpuri
Mithu Singh
K. Bapaiah
Ashwin Dhar
Pramode Kumar
Rocky Sandhu
Gargi Roy Chowdhury
Moti Sagar
Charu Asopa
Sarosh Irani
Avii
Ricky Oberoi
K.S. Ravindra
Shadab Khan
Pushan Kripalani
Vikrum Kumar
Javed Khan Amrohi
Sai Lokur
Shiraz Farooque
Avinash Abhimanyu
Kam Brar
Shehzad Khan
Vijay Kaul
K Sharif
Vikram Dahiya
S.M. Lateef
Ishita Raj
Khushbu Sharma
Ammara Ali
Sumita Sanyal
V.M. Vyas
Vir Das
Yusuf Hussain
Rikkee
Star:Melvin Philip
Komal
Tarun s Bisht
Rajvvir Aroraa
Gopal B.
Raj Mehta
Richa Dixit
Prem Bedi
Suresh Pardesi
Soumi Saha
Indraneel Bhattacharya
Mani Kaul
Vishesh Marwaha
Vikrant Chauhan
Abhinav Kamal
Mustufa Raj
Rajinikanth
Harmanpreet Kaur
M.P. Ramnath
Nitin Chandra
Disha Arora
Leena Das
Kiran Thej
Randeep Jha
Jaga Peddi
Tulsi Ramsay
Varsha Choudhary
Janhavi
K K Binojee
Parveen Choudhary
Dev Dhiman
Iulia Vantur
Tarun Gahlot
Dweep Raj Kochhar
Suksha Gupta
Tarabai
Babita Bose
Shammi Chhabra
Raghuveer Singh
Nirmiti Sawant
Kshitij Gera
Roaleey Ryan
Surya Lakkoju
Surendra Shailaj
Shivanand Somappa
Juliet Alburque
Anuradha Khaira
Sanket Galactus
Kumar Ritu Raj
Sanjay Swaraj
Ramesh Lakhanpal
Aditya Singh
Harisree Asokan
Neena
Bansi Karnataki
Kamta Prasad
Umarani
Vikram K. Kumar
Irshad Hashmi
Shawar Ali
Shweta Tiwari
Aradhana Jagota
Nandini Ghosal
Vamsi Krishna
Kirit Aray
P K Radhakrishnan
Tarun Kharbanda
Anil Suri
Richa Mukherjee
Tarun Majumdar
T.K. Desai
Shireesh Sharma
Swadhaa R Singh
Shrikant Verma
Pritam Jundare
Avneet Kaur
Valentina Corti
Supriya Pilgaonkar
Anurag Maurya
Naresh Kumar
Rajeev Kapoor
T. Madhava Rao
Remo D'Souza
S. Gaur
Rajat Kumar Chaturvedi
V. Adikhar
Jai
Arun Bakshi
Anjan Dutt
Murugan Kumaran
Meghna Kothari
Amit Dhamija
Gaurav Gupta
Seema Dogra
Shakeela Bano Bhopali
Nigel Borade
Allari Naresh
Salma Agha
Deepak Parashar
Satyajit Bhatkal
Ankuar Panchal
Rajkumar Santoshi
Manisha Kanojia
Anil Pandey
Fareed Khan
Raja Menon
Chris Jarocki
Preeti Desai
Trilok Jetley
Ghulam Mohammed
Ragesh Asthana
Manu
Radhika Vaid
Baiju Gopinath
Sunil Chaurasiyaa
Rajan Kothari
Daniel Eghan
Sindhuri
Kamal Swaroop
Indrisha Basu
Puneet Kumar Mishra
Jai Kalra
Vibhawari Deshpande
Brando Bakshi
Sanjeeva Vatsa
Habeeb Aidroos
Mazhar Khan
Pankaj
Freddy Daruwala
Arati Bhattacharya
Omar Khan
T.P. Jhunjhunwala
Deo Narayan
Richie Mehta
Madan Lal
Dharmendra Ahir
Rajneesh Duggal
Tariq Khan
Gulzar
Sanam
Nijo Rohit
Anamika Shukla
P. Kailash
Master Aman
Pradeep Singh Rawat
Sunil
Chandan Arora
Neshu Saluja
Mala
Kishaa Arora
Ankeet Jadhav
Ayush Yadav
Sonali Jain
J. Sreeniwas Rao
Neha Ahuja
Tanuja Mukherjee
Pushpa Patel
E. Sathi Babu
Sunaina Bhatnagar
Adityansh
Mangesh Hadawale
Sarath Kumar
Rehman Naushad
Mukesh J Bharti
Vijay S. Bhanushali
Shyam Bhimsaria
Anjali Kholapure
Manvi Goswami
Gagan
Ronit Kamra
Nutan Yadav
Mohit Goswami
Nayanthara
Shekhar Ramesh Mishra
Indrasen Singh
Milind Jadhav
Manish Mehta
Ramnath Choudhary Algoja
R.K. Nayyar
Arif Khan
Aku Akbar
Phani Walker
Leera Kaljai
Khausal Bharti
Madhusudan
Asif Ali Beig
Sharad Kelkar
Amit Sial
Goundamani
Mishika Chourasia
Ziya Azizi
Shitiz Srivastava
Nazir
Taha Hussain
Sonal Sehgal
Vikram Nath Gupta
Nitin Mahadar
Leena Chandavarkar
Meena Kumari
Rita Haksar
Priya Bathija
Jagdish Pandey
Shobhna Samarth
Mini Bansal
Vijay Kumari
Rahul Mallick
Rajendra Shivv
Mohd. Zeeshan Ayyub
Aamir Ahmed
Kasam
Mahesh Raaj
Shiv Kikod
Rabia Nazki
M.R.R. Vasu
Pushpendra Singh
Rakhi Bajaj
Raj Mehra
Ahmer Haider
Nadira Khan
Garima
Poornima Jayaram
Ila Arun
Sachin Gupta
Vineetha
Yograj Singh
Samridhi Chandola
Anubhav Dixit
Lavanya Rao
Satyajeet Puri
Sujata Ghosh
Kishwar Merchant
Shehnaz Kudia
Baby Kishwar
Kanu Roy
Jaishri Rao
Lin Laishram
Shivam Jingar
Sahil Vaid
Jagdeep
Arpit Chaudhary
Karan Mehta
Shibana Dutta
Sanjoy
Slesha Mishra
Ashutosh Patki
Navjot Gulati
Ahmed Mirza
Ranjita Chakravarty
Smith Seth
Dillzan Wadia
Jeet Matharru
Erik A. Nanda
Neha Karhad
Pratik Katare
Raelene Goody
Vivien Monory
Mikhill Chandiramani
Eshanya Maheshwari
Man Singh
Antara Banerjee
Star:Sachin Kumar Meena
Master Romi
Anshul Kataria
Mohit Das
Vasili Pronin
Regina Cassandra
Abhijeet Kumar
Armen Greyg
Akash Palak
Asif Ali
Shobit Shukla
Saasha Aery
Harjeet
Mithun Chakraborty
Krishna D.K.
Vishal Furia
Pradeepta
Mandeep Ghai
Ambika Kamal
Madhu Chakravarty
Rakhee Sandilya
Hussain Khan
Sripradha
Zakir Hussain
Chandani Grover
Dev K. Kantawall
Saajan Kataria
Deepa Bhandari
Rohan Shah
Sayali Bhagat
Musavir Jaleel
Ashfaque Shaikh
Dhanshree Patil
Prem Lalwani
Vayalar Madhavan
Tannishtha Chatterjee
Rajesh Ranshinge
Isha Rikhi
Moti B. Gidwani
Varalakshmi P.R.
Ali Abbas Zafar
Monica Dogra
Honey Irani
Shankar Aryan
Akash Khurana
Sudha Rani
Rashmi Gulati
Star:Ankur Singh
Aswani
Balveer Singh
Star:Sherlyn Chopra
Suhail Azmi
Subhash Ahuja
Anchana
Abhiraj Minawala
Mir Mohammed Zayan
Joydip Mukhopadhyay
Nikhat Khan
Sudhendu Roy
Arun Shirodkar
Namdev Gurav
Shaan Kakkar
Irma Jämhammar
Bobby Khan
Puja Bedi
Ashutosh Matela
Sumeet Sharma
Prabhu Dayal
Abhay Bhargava
Manjoor Khan
Shatakshi Gupta
Tanya
Sudipto Sarkar
Subhash Yadav
K.D. Satyam
Rami Reddy
Prveshika Chauhan
Yamuna
Madhuri Gawali
Sumnash Sri Kaljai
Aditya Gupte
Roohi Berde
Unmesh Kabre
Pradeep Maini
Fareeda Mehta
Seema Kelkar
Vajru Mani
Soumendra Padhi
Neeraj Sood
Sudarshan Gamare
Azad Rahul
Batra Mohinder
Reena Kapoor
Ravi Kapoor
Menaka Devi
Zain Khan
Darsheel Safary
Ashish Sharma
Samit Basu
Manish Nawani
P.D. Shenoy
Faisal Simon
Shambhudan
Butt Kashar
Shatrughan Kumar
Sonali Devi
Shishir Sharma
Mehul Kumar
Amaan f Khan
Arundhati Roy
Mahmud Babai
Prashant Prakash
Aditya Bhattacharya
Anshu
Manoj K. Jha
Anees Bazmee
Anushka Shetty
Mithilesh Pande
Naresh Gosain
Manu Kulkarni
Meghna Halder
Boman Shroff
Chaiti Paul
Anoop Chandran
Bhappi Sonie
Makrand Deshpande
Poornachandra Rao Atluri
Riecha Sharma
Hemnt Praddeep
Anish Raj Sharma
Rajinder Verma
Hitesh Bhatia
Nirmal Pandey
Z.M. Basu
Romney Dey
Gyan Narsinghani
Salim Bawa
Akash Chaudhary
Gaganvihari Borate
Anil Ganguly
Shivani Jaiswal
Donvir
Jigyasa Yaduwanshi
Premankur Chakraborty
Uday Kiran
Mehul Simaria
Parineeti Chopra
Avinash Shukla
Gaurav Goswami
Kumari Naaz
Mona Lisa
Sandeep Bhardwaj
Isheta Sarckar
Ankur Dabas
Banwari Lal Jhol
Arvind Kirad
Tanuja Chatterjee
Vishal Rajan
Ajit Banerjee
Rita Agarwal
Sarla Chhaya
Kishore Kapoor
Sadhna Chauhan
Kumud Mishra
Sunita Katiyal
Arindita Kalita
Supavitra Babul
Neha Bhasin
B. Mitra
Pasha Bocarie
Nijo Jonson
Lalit Agarwal
Shyamlal
Pankaj Bhatia
Rupinder Nagra
Shabbir Ahluwalia
Puja Gupta
Snighdadeep Chatterji
Sushant Singh
Hasnain Hyderabadwala
Eva Grover
Mandi Burman
J.D. Chakravarthi
Jiah Khan
Chhabi Biswas
Naresh Goswami
Umashree
Karhan Dev
Narendra Chanchal
Lyvi Rohatgi
Nemi Chand
Ejaz Gulab
Sukhbir Singh Batth
Nitesh Tiwari
Krishna Chandra Dey
Sumati Gupte
Kabbir Khan
Avinash Nanda
Mrinal Dutt
Sarish Kanungo
Megha Roy
Giri Raj
Savita Bajaj
Monika Chowdhury
Kenny Basumatary
Jagdish Kadar
Manisha Dwivedi
Suneet Arora
Pallavi
Riju Bajaj
Tiger Joginder
Chand Usmani
Manmohan Singh
Chhayadevi
Jyothi Lakshmi
Pesi Patel
Ikram Akhtar
Jasmine Sawant
Amit Mishra
Shanker Raman
Sanjeev Giriwer
Star:Neelam Kothari
Setareh Noori
Mastan Alibhai Burmawalla
Rohit Mehta
Sakshi Chaudhary
Pooja Chopra
Paresh Vinodray Savani
Siddesh
Tanvi Arora
Nandana Sen
Ainul
Rael Padamsee
Darshan Bagga
Amaan Khan
Shravani Abhang
Shuja Ali
Madhu Singh Rajpoot
Happy Kalizpuria
Vitha
Paresh Mehta
Kashish Duggal Paul
Jay Kalgutkar
Scott Hinds
Raghuvaran
Anwesha Bhattacharya
K.K. Goswami
Raj Vasudeva
Srilekha Govil
Ahaan Jha
Prince Singh
Harsh
Jehanara Kajjan
Sangam Shukla
Riya Roy
Sadashiv J. Row Kavi
Arif
Star:Abhishek Patel
Sagarika Mukherjee Da Costa
Noni Ganguly
Bhupesh Singh
Brij
Kewal Misra
Udaya Kumar
Suman Jain
Ranibala
Ranjit Batra
Madhavi
Yash Chopra
Gaelyn Mendonca
Raghu Khosla
Manish Srivastav
Sultan
Manish Garg
Umakant Desai
Salim Raza
Bhakti Barve
Aman Chandla
Afnan Amrohi
Dharmesh Yelande
Sarigama Viji
Salma Nazeem
Reshma
Jairaj Padmanabhan
Emon Chatterjee
Brandon Routh
Sujata
Shekhar Ujjainwal
Raaj Singh
Srikanth
Sharifa
Soha Ali Khan
Seshu Kmr
Deeya Dey
Aishwarya Narkar
Waheeda Rehman
T. Hariharan
Anil Karve
Yashpal Sharma
Abhik Bhanu
Madusree
Jagapathi Babu
Sneha
Amarnath
Akhtar Hussein
Ahishor Solomon
Amit Deondi
Mimoh Chakraborty
Sidhant Salaria
Megha Chakraborty
Piaa Bajpai
Star:Prathapachandran
Raj Purohit
Aziz Mirza
M.S. Sathyu
Feroz Khan
Maya Devi
Vanya Joshi
Sonny Chatrath
Priya Tendulkar
Pushpavalli
Ravi Jhankal
Abhimanyu Chauhan
Gajraj Rao
Sneha Ullal
Rahul Chawla
Heena Kausar
Suparna Anand
Jayati Bhatia
Neha Hinge
Vikas Gupta
Lehar Khan
Arjun Mukerjee
Afsheen Jamal
Ramesh U. Lakhiani
Navdeep Singh
Amit Agarwal
Shashi Pritam
Mohit Madaan
Ashiq Hussain
Ranji Vijayan
Amit Ashar
R.R. Reddy
Sajni Somiya
Kabir Singh Chowdhry
Rishabh Arora
S. Srivastava
Gurpreet Sondh
Chia-Hui Liu
Sihi Kahi Chandru
Star:Durga Khote
Satish Anand
Sawroop Butta
Sarvesh Mewara
Gouri Ash
Lalita Desai
Tathagata Singha
Krishnanand
Karishma Kotak
Sumati
Sahib Singh
Sachin Nayak
Rachita Rampal
Chitra Deshmukh
Adnan Khalid
Sofia Hayat
Kavya Keeran
Vikas Katyal
Sagar Deshmukh
Star:Vicky Kadian
Saniya Anklesaria
Abhay Mudgal
Inayat Shaikh
Devendra Khandelwal
Ujjwal Chopra
Ashok Samarth
Jahangir Khan
Prasanth Mambully
Dushant
Sahiba
Sourabh Shrivastava
Naveen Pandita
Anjali Pandey
Priya Raman
Usha Singh
Charan Dev
Chhatrapal Ninawe
Amit Bhardwaj
Kumar Bhatia
Maan Damian
Atmaja Pandey
Albert Rebeiro
Braj Bhushan
Nazanin Boniadi
Anita Hassanandani Reddy
Aakash Gupta
Rajnath
Raja Bagla
Shivajee Chandrabhushan
Sujata Mehta
Naman
Vikrant Verma
Sachin Agarwal
Mandira Bedi
Tree Ryde
Aayesha Vindhara
V. Gowthaman
Paakhi A. Tyrewala
Shah Nawaz
Suzzana Mukherjee
Alok Nair
Mallika Sarabhai
Gyan Sahay
Rehana Sultan
Pranjal Bhatt
Lakshmi Raj
Arvind Singh Rajpoot
Khurshid Begum
Vivek Marwa
Gaurav Kumar Agrahari
Rekha Sabnis
Savita Prabhune
Gurmeet Ram Rahim Singh
Arjun Gaikwad
Gurdev Bhullar
Shailender Vyas
Abhijeet Bagalkote
Salim Abubaker
Param Gill
Babita Puri
K.V. Raju
Pappu Verma
Payal Nair
Chitrangada Chakraborty
Latika
Kapil Jhaveri
Natasha Shailendra
Jaspinder Cheema
Monika Gaba
Anu Prada
Mac Mohan
Coca Cola
Badri Prasad
Kiara Advani
Gaurav Dwivedi
Anurita Jha
Luv Sinha
Amrutha
Sajid Ali
Roland Joffé
Ram Kelkar
Shivanshu Mishra
Rajat Bedi
Latthgarmon Pinrojnkeerathi
Rimjhim Gupta
Abid
Gillian Pinto
Nandita Aras
Raksha Kumawat
Shama Deshpande
Anchal Kandari
Gaurav Alugh
Charu Arora
Agnidev Chatterjee
Art Malik
Vasant R. Patel
Arohi Radhakrishnan
Vijay Varma
Amaan Irees
Dhruv Piyush Panjuani
Mridul Baruah
Deepak Sahu
Jani Karan
Riva Kishan
Avneesh Singh
Jwalamukhi
Gaurav Panjwani
Shivaleeka Oberoi
Shilpa Gandhi
Vaani Kapoor
Paul Sidhu
Aanand L. Rai
Ashim Ahluwalia
Tara-Alisha Berry
Anwer Khan
Felicia Corral
Som Dutt
Deepak S. Shivdasani
Purnima
Arvind Rathod
Girish Girija Joshi
Mahi Sharma
Kumar Siddharth
Ashay Vyas
Piyali Munshi
Hazel Croney
Mahendi Merchant
Nataneya Singh
Sourabh Bali
Dhruv Bhandari
Gautam Kapoor
Ankush Mohite
Ashwiny Iyer Tiwari
S.V. Ranga Rao
Tabrez Noorani
Puneeth Raj Sharma
Tanmay Bhat
Pratik Sharma
Sheikh
Madhu Chanda
Sarthak Bhasin
Chutki
Rajiv Mishra
Madan Mohan
Snehashish Mondal
Deepak Anand
Nisha Chainani
Mahrukh Mirza
Sunil Malhotra
Isabelle Kaif
Jayaraaj
Gaurav Jain
Dedipya Joshii
Durvesh Arya
Praveen Paul
Umesh Kamat
Rigzin Dolkar
Deeksha Sonalkar
K. Ravi Raj
Nipon Goswami
Deepak Mahajan
Shezali
Abhimanyu Dasani
Nakuul Mehta
Master Bobby
Shoma Anand
Amit Masurkar
Prashant Chaubey
Hrithik Roshan
Yogesh Chandra
Riya Shukla
Manil
Sujeet Chaubey
Vibhushan Singh Paul
Mamta Sharma
Jr. Shah Rukh Khan
Mukherjee Sudeep
Manas Das
Girish
Shaista Usta
Star:Rafiq Ghaznavi
Sudhakar
Guy Bleyaert
Syed Mohammed
Shankar Nag
Suresh Oberoi
Ramanna
Geeta Nizami
Himansh Sajwan
Nikhil Dwivedi
Parmeet Sethi
Shivangi Mehra
Nishant Kaushik
Omkar Bhatkar
Amendra Sinha
Timothy
Urmila Bhatt
Aishwarrya Khanna
Megha Ramaswamy
Manoj Mitra
Gabriela Bertante
Pankaj Berry
Elvis Chaturvedi
Dhruv
Moin Khan
Mahipal
Sherlyn Chopra
Pinky Harwani
Sheela Rawat
Hemant Prabhu
Gopal Malhotra
Anand Vrs Tomar
Dipankar Dey
Sartaj Singh Pannu
Ram Avtar
Aps Raghuvanshi
Pradeep Rohila
Mohit Sachdeva
Mayank Singh Jaira
Narayan Nayak
Bhavna Kumar
Satyananad Gaitonde
Sonam Stobgais
Abbhimanyyu Singh
Ingar Sigvardsdotter
Jaddanbai
Kaushalraj Batra
Himanshu Rai
Anupam Shukla
Diana Penty
Prasun Banerjee
Sameer Pahadiya
Rohan Jardosh
Dharmesh Tiwari
Avalokita Dutt
Sahil Khan
Nargis
Faraha Khan
Amit Dutta
Nasir Shaikh
Kritika Sanghavi
Munshi Dil
Ravi Buley
Naman Bhati
Nishal Vikram Krish
Injel Khann
Sankalp Reddy
Santilal Soni
Ranbeeir Kalsi
Arhan Singh
Gayatri Bahl
Vani Viswanath
Mansha Bahl
Rachit Jadoun
Jyoti Swaroop
Harshita Awale
Yogesh Balot
Hayley Cleghorn
Sabyasachi Chakrabarty
Sumitra Devi
Omi Kapoor
Taruna Arora
Aban Bharucha Deohans
Aziz
Minoo Mumtaz
Yash Tonk
Dheer Charan Srivastav
Sanjay Chhel
Riya Deepsi
Chiranjeevi
Kamil Shaikh
Zakhir Hussain
S. Nazir
Ahsaas Channa
Jabbar Patel
Amira Bhargava
V. Menon
Darryl Knight
Henry Kwok
Kamal Master
Raja Thakur
Chinni Prakash
Paramanand
Richard Bhakti Klein
Rohan Shroff
Badal Kumar
Dipanshu Sharma
Surendra Kumar
Rahul Chauhan
Vipin Handa
Baby Ginni
Kumkum Das
A. Salaam
Bruce Huther
Lillian Carlson
Priyanka Verma
Ramesh Bhatkar
Sachi Joko
Dhananjay Shing
Madalina Bellariu Ion
Parvez
Shyam Kumar
Vaishali Bathla
Atsede Addy Ethio
Rajdutt Revankar
Star:Nargis
Anirban Ghosh
Arry Dabbas
Umakant
Girish Kasaravalli
Giri Babu
Inder Kumar
Seema Bilong
Anil Ghildiyal
Anish Khanna
K. Yogi
Ankita Chouhan
Diganth
Pradip Krishen
Hemant Gopal
K.C. Bokadia
Sultan Ansari
Dilip Roy
Baby Gayatri
Rajshri Nair
Utkarsh Bajpayee
Rohit Khuranna
Bala Krishna
Jyoti Gauba
Rishi Miglani
Bijay Anand
R. Shivraj
Naseem Banu
Shivansu Sachan
Bharat Kaul
Bhavna Balsawar
Tara Deshpande
Devi Chand
Tanny Jones
Somayajulu
Aanchal Chauhan
Michael Rennie
Helen
Rukshana Tabassum
Alo Sarkar
Atul Kinagi
Shweta Kawatra
Sunita Verman
Rani Devi
Akash Awasthi
Bhaskar Banerjee
Yashashri Masurkar
Fatty Prasad
Pradeep Kumar Chakrabarti
Rajeev Awasthi
Jagdev
B. Nandrekar
Joel Palombo
Chanda
Cuckoo
Sweta Handoo
Harsh Dwivedi
Princy Sudhakaran
Yashveer Choudhary
Dane DeHaan
Hemant Kathuria
Vicky Ranawat
Dipankar Senapati
Aashi Rawal
D.D. Kashyap
Ritu Parna
Priya Banerjee
Jayavani
Rajneesh Gupta
Anand Tiwari
Indrani Haldar
Sapna Pabbi
Vikhyat Swades
S. Panju
Gemini Ganesan
Saif Hyder Hasan
Kamlesh Balani
Deepti Naval
Chandra Prakash Dwivedi
Zoa Morani
Aashish Sinha
Shammi Kapoor
Satish Torani
Perlene Bhersaina
Manoj J. Bhatia
Malvika Tiwari
Manish Wadhwa
Deyali Mukherjee
Junaid Khalifa
Rishi Prakash Mishra
Rajan Deo
Sudev Nair
Roshan Lal Shorey
Kamal Saigal
Rahul Vohra
Zain Khan Durrani
Rasheed Naz
Auritra Ghosh
K. Amarnath
Kaneta Kimotsuki
Kamal Nandi
Manish Raghunath
Murli Sharma
Ramanand Sagar
Rupesh Paul
Pawan
Kaif Khan
K. Gauri
Ayesha Kapoor
Poonam Gurung
Shatrujit Paul
Rudra Kaushish
Tiya Gandwani
Ananya Chatterjee
Sachin K. Jaryal
Ramesh Yadav
Sunny Deol
Anil Yadav
Preety Sharma
Star:Soniya Singh
Akiv Ali
Prema
Ashika Suryavanshi
Divya Unny
Geetanjali
Bhuvansing Patle
Samit Kakkad
Pinaki Chaudhuri
Faisal Hashmi
Sahil Ansari
Anjali Patil
Sayoni Mishra
Jayesh Sheth
Shakoor
Sujit Deol
Kiran Merchant
Hazel Keech
Raj Kaushal
Ranjeet Gupta
Gautam Mehra
Janina Gavankar
Suresh
Akruti Agrawal
Nandam Harichand Rao
Omkar Lele
Subhash Sharma
Aditi Sodhi
Ishwar Singh
Priyanka Upendra
Behzad Khambata
Ankush Gedam
Pramod Jaiswal
Baby Shamli
Sudheer Babu Posani
Vikram Makandar
S. Joshi Dosani
Abuzar Akhtar
Jitin Rawat
Monish Kaushal
Kanan Bhoir
Vaishnavi Karmarkar
Dhananjay Galani
Satyajeet Dubey
Kartika Rane
Dherendra Kumar Tiwari
Sendhil Ramamurthy
Ashok Chopra
Dilip Dutt
Shashikant Bhatt
Tarun Singhal
Akshat Irani
Bumpy
S. Usman
Rama Rao Tatineni
Karishma Sharma
R.K. Rehman
Antony
Mohammad Ali
Virendra Saxena
Azhar Khan
Rupa Dutta
Munshi Munakka
Surjeet Choudhary
Ravindra Dave
Falguni Rajani
Geeta Bose
Priya Gupta
Shambhavi Kaul
Sudeshna Banerjee
Farida Dadi
Anjali Abrol
Meher Mistry
Subba Rao B.A.
Keshav Arya
Kailash Kumar
Vinay Ambast
Kaushik Chakraborty
Milind Ukey
Bhagvad Nayak
Tanvi Verma
Deepak Tijori
Paidi Jairaj
Rucha Vaidya
Vishal Desai
Kulraj Randhawa
Sachin Bajaj
Shivani Mahajan
Gorky
Ramesh Goyal
Rahil Mansoori
Janelle Lacle
Shams Durrani
Sanjay Gandhi
Trivikram Mattoo
Jai Kumar
Sonal Jha
Vividha Kirti
Shivani Tanksale
C.P. Dixit
Aaryan Chopra
Mahendra Singh Rawat
R. Krishnamurthy
Janardan
Mubarak
Vivek b Agrawal
Rajeev Ashish
Piyush Ghadse
Usman Khan
Ahmed
Shakeel Noorani
S. Kumar
Ashish R. Mohan
Vinita Joshi
Aadar Malik
Abhijit Panse
Gitanjali
Adam Bedi
Baby Rani
Rajeev Mehta
Sunita Rao
Shaize Kazmi
Satish Nigam
Tinnu Anand
Abhishek Banerjee
Raaj Malhotra
Vinay Apte
Shriram Bohra
Ajit Sable
Hemu Adhikari
Avtar Sahani
Harshada
Rakhan
Smriti Mishra
Manoj Shah
Neelu Kohli
Milap Zaveri
Rattan Mann
Himanshu Bhatt
Rishab Seth
Rashmi Sethi
Sahib
Rajshree Choudhary
Maria
S.K. Prem
N.K. Vishwanathan
Shyam Madiraju
Shekkhar Suri
Bedabrata Pain
Anant Balani
Neeta Mohindra
Sejal Khanna
Aman Boparai
K. Subash
Shrey Srivastava
Ramakrishna
Anusha
Sanjeev Gandhi
Anand Dutta
Anshul Sharma
V.R. Swamy
Nibhanani Devi
Paras Singh Minhas
Ermeline
Ritam Srivastav
Haris Pal
Sophiya Chaudhary
Kaustav Ghosh
Dilip Joshi
Raaj Singh Arora
Amber Hossack
Nikita Dutta
Abhay Chopra
Nupur Chawla
Sushil Majumdar
Rajeev Bharadwaj
Maya Basu
Ashish Bhavsar
Subhashini Banerji
Punit Malhotra
Minnakshi Das
Akshay Anand
Aashif Sheikh
Ramprasad
Milinnd Sagar
Jayoo
Ruturaj Wankhede
Paritosh Sand
Dheeraj Bishnoi
Aditya Kripalani
Nawab Kashmiri
Mallika Kapoor
Samapika Debnath
Priyanka
Suman Ranganath
Masood Akhtar
G. Suman Reddy
Rajesh Jais
Vivek Chauhan
Kasthuri
Dinesh Thakur
Sonia Thakur
Milann Ajmera
Pradeep Yadav
Vijay Anand
Aleeza
Kritn Ajitesh
Mohammad Ishtiyaq Mi Ishu Boy
Anchal
Sanjeet Dhuri
Vivek Soni
Ganessh Divekar
Exhan Khan
Star:Gajendra Kumar Suthar
Kaizad Gustad
Anuj Gulati
Nicole Faria
Sunita
Radhika Bartake
Chetan Daiya
Sufrat Khan
Manjeet Kular
Prateek Dubey
Dwarka Khosla
Sujit Kumar
R.S. Choudhury
Ashima Pandey
Kalyani Kumari
Mani Shankar
Ravi Shankar Jaiswal
Japtej Singh
Anthony D'Souza
Ramesh Aurora
Rishabh Vaidya
N.S. Raj Bharath
Bedashree Patitundu
Shyam Sunder
Simran Singh
Vm Gunjal
Biswaroop Roy Choudhary
Mike Tyson
Gurvinder Singh
Anirban Majumder
Dhruv Bali
Pradeep Kabra
Dwij Yadav
Manon Faure
Dinesh Mehta
Shivam Dubey
Vimal
Ameet Prajapati
M.S. Bhaskar
Ajay Tripathi
Rajan Modi
Yash Rajpara
Qasim Khan
Premji
